targets	response	precision	recall	f1
Maybe.	[' technology yes ', ' wireless charging unknown ']	[' TV show no ']	0.24578941282293043	0.29925121851210923	0.2698983417235346
Yeah, I don't think that would be my thing.	[' hobby no ']	[' outdoor activities no ', ' rock climbing no ']	0.4839134459621752	0.4495363586846758	0.46609188267748325
Nothing much, just planning to clean my apartment and do some grocery shopping.	[' weekend yes ', ' chores no ']	[' weekend no ']	0.5829806177546653	0.7279741873313367	0.6474591493061146
Not really. I'm not a big movie person.	[' movie no ']	[' movie no ']	0.9999999796277829	0.9999999796277829	0.9999999796277829
Honestly, I'm not sure. I just saw it on a bestseller list and was curious. But enough about that...do you like sports?	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Not really, I don't have much time off right now.	[' vacation no ']	[' vacation no ']	0.999999974955226	0.999999974955226	0.999999974955226
Not really, I've only had it a few times. What do you like to do for fun?	[' hobby yes ']	[' hobby yes ']	0.9999999961259987	0.9999999961259987	0.9999999961259987
You too.	[' farewell yes ']	[' goodbye yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
Sorry, but I just don't find it that interesting.	[' games no ']	[' TV shows no ']	0.5061249181388726	0.5061249181388726	0.5061249181388726
Not really, just planning on taking it easy and catching up on some sleep.	[' weekend yes ']	[' weekend no ']	0.7279741873313367	0.7279741873313367	0.7279741873313366
Not really. I don't have much time for reading these days.	[' books no ']	[' books no ']	0.9999999905938901	0.9999999905938901	0.9999999905938901
Honestly, I just like to relax and do nothing.	[' free time no ']	[' hobbies no ']	0.44901864931470237	0.44901864931470237	0.44901864931470237
Yeah! I love the gymnastics events.	[' sports yes ', ' Olympics yes ', ' gymnastics yes ']	[' sports yes ', ' Olympics yes ', ' gymnastics yes ']	0.9999999900990124	0.9999999900990124	0.9999999900990124
Not really, just watched some TV.	[' weekend no ', ' TV no ']	[' TV no ']	0.7494656823345924	0.9999999967738713	0.8567938072367913
I don't really watch movies much either.	[' movie no ']	[' movie no ']	0.9999999796277829	0.9999999796277829	0.9999999796277829
I don't really have a favorite. Like I said, I just play whatever.	[' entertainment no ', ' video games no ']	[' video games no ']	0.7944725084438351	0.9999999811168708	0.8854663396218441
Yeah, there are some great beginner classes online that you can take. I can send you some links if you're interested.	[' exercise yes ', ' yoga yes ']	[' fitness yes ', ' beginner classes yes ']	0.6503468050704181	0.648544452519799	0.6494443783152483
Yeah, it's tough. Did you know that cats have nine lives?	[' cat fact no ']	[' pets yes ', ' cats no ']	0.8276427565276883	0.7067747546849619	0.7624482931628576
Yeah, I can see how that might not be for everyone. Anyway, I have to go now. Talk to you later.	[' goodbye unknown ']	[' goodbye yes ']	0.7191150082914878	0.7191150082914878	0.7191150082914878
Ugh, don't get me started on sports. I have no interest in them whatsoever.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
I like playing video games in my free time. Do you play any video games?	[' video game yes ', ' playing video games yes ']	[' video games yes ']	0.9312998439303739	0.9360622776701825	0.9336749878552227
Not much, just stayed at home and relaxed.	[' weekend unknown ']	[' weekend no ']	0.5931017535673988	0.5931017535673988	0.5931017535673988
I really enjoyed visiting Italy. The food and architecture were amazing.	[' travel yes ', ' travel destination yes ', ' Italy yes ']	[' travel yes ', ' Italy yes ']	0.9494183135010222	0.999999985649171	0.9740529267525198
Money's tight these days.	[' finance no ']	[' finance no ']	0.9999999829078349	0.9999999829078349	0.9999999829078349
No, I'm not interested in cooking.	[' food no ', ' cooking no ']	[' cooking no ']	0.8508826557119378	0.9999999960595128	0.9194344671658997
Yeah, learning an instrument can be time-consuming, but it's really rewarding. Well, I have to go now. Nice talking to you!	[' boring no ', ' goodbye yes ']	[' hobby yes ', ' learning an instrument yes ']	0.41201359412677496	0.39177533684022947	0.40163968027670444
Oh, really? That's pretty cool.	[' ocean unknown ']	[' technology yes ', ' smartphone yes ', ' iPhone yes ']	0.12427188398809164	0.11677693997296705	0.12040789163235513
I like action games, RPGs, and sometimes sports games.	[' video games yes ', ' genre yes ']	[' video games yes ', ' game genre yes ']	0.9405893657322311	0.9405893657322311	0.9405893657322311
Not really, I thought it was too long and too predictable.	[' movie yes ', ' Star Wars review no ']	[' movie no ']	0.6347077126074956	0.7785914150044275	0.6993253818932371
Yes, I went to France last summer.	[' travel yes ', ' France yes ']	[' travel yes ', ' France yes ']	0.9999999865109152	0.9999999865109152	0.9999999865109152
Oh god, don't even get me started on that. I'm trying to ignore it altogether.	[' Bitcoin no ']	[' politics no ']	0.6817116415782878	0.6817116415782878	0.6817116415782878
Unfortunately, no. I don't enjoy camping very much.	[' camping no ']	[' outdoor activities no ', ' camping no ']	0.9999999830790673	0.797858600396857	0.8875654561815315
I'm not really into music that much either.	[' music no ']	[' music no ']	0.9999999965634914	0.9999999965634914	0.9999999965634914
Not really. I'm kind of overwhelmed right now.	[' career no ', ' job planning no ', ' job planning no ']	[' work no ']	0.6665436369829054	0.7082899300823663	0.686782978456409
No, I haven't. But I have heard great things about the food there.	[' travel yes ', ' food yes ', ' Mexico unknown ']	[' travel yes ', ' food yes ']	0.7430005390321224	0.9999999854555176	0.8525534189887536
No, I haven't had the chance to take a trip in a while.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
I'm not a big fan of Italian food, but what else is good?	[' restaurant yes ', ' type of cuisine no ']	[' food yes ', ' Italian food no ']	0.5993748621127248	0.5993748621127248	0.5993748621127248
Mostly Mediterranean food. Like hummus, shakshuka, and stuffed grape leaves.	[' cooking yes ', ' Mediterranean cuisine yes ']	[' food yes ', ' Mediterranean cuisine yes ']	0.8452003271060771	0.8452003271060771	0.8452003271060771
For sure. Anyway, I need to go get some work done. See you later.	[' Work no ']	[' work no ']	0.9999999899962602	0.9999999899962602	0.9999999899962602
Yeah, I can imagine. Anyway, it was nice chatting with you, but I have to head off now.	[' farewell yes ']	[' socializing yes ']	0.4606534789385077	0.4606534789385077	0.4606534789385077
Not really. I usually just stick to simple, easy-to-make meals.	[' food yes ', ' cooking no ']	[' food yes ', ' cooking no ']	0.9999999958059047	0.9999999958059047	0.9999999958059047
Yeah, I love watching football.	[' sports yes ', ' football yes ']	[' sports yes ', ' football yes ']	0.9999999922198928	0.9999999922198928	0.9999999922198928
I work in finance. It's not very exciting, but it pays the bills.	[' job yes ', ' industry yes ', ' finance unknown ']	[' work no ']	0.3402753723631193	0.5012414629720482	0.4053635489983181
Yeah, definitely. Talk to you later.	[' social life yes ']	[' goodbye yes ']	0.46903737834867076	0.46903737834867076	0.46903737834867076
Not really. I just stick to my usual places.	[' food no ']	[' travel no ']	0.5589787035328015	0.5589787035328015	0.5589787035328015
No, I'm not really into basketball. Is there anything else you want to talk about?	[' others yes ', ' conversation yes ']	[' sports no ']	0.3132010043133533	0.3575231646059889	0.33389765691699647
Yeah, definitely. Let's make plans to grab drinks or something soon.	[' socializing yes ']	[' socializing yes ']	0.9999999890377796	0.9999999890377796	0.9999999890377796
Yeah, but the rewards are worth it in the end. Do you like sports?	[' sports yes ', ' sport no ']	[' sports yes ']	0.792956251282881	0.999999998908772	0.884523814044904
Yeah, Italian food is really good.	[' food yes ', ' Italian food yes ']	[' food yes ', ' Italian food yes ']	0.9999999871271011	0.9999999871271011	0.9999999871271011
Oh cool, what kind of dog?	[' pet yes ', ' dog yes ']	[' pets yes ', ' dog yes ']	0.9265057305303951	0.9265057305303951	0.926505730530395
I really like The Godfather.	[' movies yes ', ' favorite movie yes ']	[' movies yes ', ' favorite movies yes ', ' The Godfather yes ']	0.971141713951263	0.8292186234053167	0.8945862430590199
Yes, I have. It was interesting but kind of messed up.	[' entertainment yes ', ' Tiger King no ']	[' news yes ', ' family yes ']	0.44117657423778434	0.574999191535658	0.4992761725981853
Not really, I mostly watch documentaries.	[' TV shows no ', ' documentaries yes ']	[' TV shows no ', ' documentaries yes ']	0.999999985776348	0.999999985776348	0.999999985776348
Yeah, they're pretty good. I'm more into jazz myself. Do you like jazz?	[' music unknown ', ' jazz no ']	[' music yes ', ' jazz yes ']	0.6979715491657055	0.7054880722846996	0.7017096825651419
No, I haven't.	[' food yes ', ' new restaurant yes ']	[' TV show no ']	0.3003991511971382	0.3144169675195141	0.3072482561517528
No, I actually don't really like camping.	[' outdoor activity no ', ' camping no ']	[' outdoor activities no ', ' camping no ']	0.9458438345646181	0.9458438345646181	0.9458438345646181
No, I haven't. I usually don’t like movies adapted from books.	[' movies yes ', ' book to movie adaptations no ']	[' movie no ', ' book to movie no ']	0.7878917147545972	0.8325681976374433	0.8096140853227214
Honestly, I don't really have any hobbies.	[' hobby no ']	[' hobbies no ']	0.8037982415639685	0.8037982415639685	0.8037982415639685
Actually, I went to see a horror film with some friends over the weekend. It was pretty intense.	[' movies yes ', ' horror films yes ']	[' movies yes ', ' horror films yes ']	0.9999999954366818	0.9999999954366818	0.9999999954366818
How about trying out a new sport, like tennis or rock climbing?	[' hobbies yes ', ' sports yes ', ' rock climbing unknown ']	[' hobby yes ', ' sport yes ', ' rock climbing unknown ']	0.8799546371090283	0.8799546371090283	0.8799546371090282
I get that. Hey, did you see the new documentary on Netflix about sea creatures?	[' media yes ', ' documentary unknown ']	[' movie no ', ' documentary no ', ' sea creatures no ']	0.5317611684574096	0.4407262653733854	0.48198281168864704
Probably Friends. It's always funny.	[' TV shows yes ', ' favorite yes ', ' Friends yes ']	[' TV shows yes ', ' favorite show yes ', ' Friends yes ']	0.9636610063128931	0.9636610063128931	0.9636610063128931
Yeah, I'm a big reader. I mostly read non-fiction books about science and history.	[' books yes ', ' non-fiction books yes ']	[' books yes ', ' non-fiction yes ']	0.9999999768175928	0.8462298574250898	0.9167112589257506
Honestly, I'm not really a movie person.	[' movies no ']	[' movie no ']	0.8874147804621596	0.8874147804621596	0.8874147804621596
No, I haven't. I'm not really into sci-fi.	[' movie yes ', ' sci-fi no ']	[' movie no ', ' sci-fi no ']	0.8892956992045312	0.8892956992045312	0.8892956992045312
I'm not really into vegan food, but I can give it a try sometime.	[' restaurant yes ', ' food preference yes ']	[' food yes ', ' vegan food no ']	0.7456417581103864	0.7392823879033426	0.7424484556145085
Same here. Where's your favorite beach?	[' vacation yes ', ' beach unknown ']	[' vacation yes ', ' beach yes ']	0.8236322508897538	0.8280926996298352	0.8258564525854513
Sorry, I'm not a fan of that show.	[' TV show no ', ' Riverdale no ']	[' TV show no ', ' favorite show no ']	0.7836015745580617	0.8409814319368571	0.8112781822845884
Yeah, I really like the impressionist painters like Monet and Renoir.	[' art yes ', ' art style yes ', '  "Monet"  "Renoir"   yes ']	[' hobby yes ', ' art yes ', '  "Monet"  "Renoir"   yes ']	0.9538105220275609	0.858123565294323	0.9034404634302003
I usually eat fast food because I don't have time to cook.	[' food yes ', ' fast food no ']	[' food no ', ' fast food no ']	0.884277305233892	0.9330507414464801	0.90800953278623
Sorry, still not interested.	[' movie no ', ' My Octopus Teacher no ']	[' TV show no ']	0.49494300869666896	0.5917623363106721	0.5390396440260363
Sounds good!	[' food yes ']	[' TV show yes ']	0.4676322768103821	0.4676322768103821	0.4676322768103821
I usually just relax at home and read a book or watch a movie.	[' weekend activities no ', ' indoor activities yes ']	[' weekend no ']	0.53488845453798	0.8132729081615587	0.6453386085669841
Sorry, I don't really want to talk about politics.	[' politics no ']	[' politics no ']	0.9999999938242636	0.9999999938242636	0.9999999938242636
Well, I like hiking and reading.	[' hobbies yes ', ' reading yes ']	[' hobbies yes ', ' reading yes ']	0.9999999856470647	0.9999999856470647	0.9999999856470647
I haven't gone on a trip recently, unfortunately.	[' travel yes ', ' recent travel no ']	[' travel no ']	0.8204049139834324	0.8756881245146189	0.847145556478333
Yeah, it is. But you get what you pay for, right?	[' technology yes ', ' price yes ']	[' car yes ']	0.4913717752385826	0.5222382076002489	0.5063350194070698
I try not to get too involved in politics.	[' politics no ']	[' politics no ']	0.9999999938242636	0.9999999938242636	0.9999999938242636
It's called "The Girl with the Dragon Tattoo". Have you read it before?	[' book yes ', ' mystery novel yes ', ' The Girl with the Dragon Tattoo yes ']	[' books yes ', ' mystery novel yes ', ' The Girl with the Dragon Tattoo yes ']	0.9533091100236045	0.9533091100236045	0.9533091100236045
I guess it depends on the person!	[' sports yes ']	[' hobby yes ', ' video games yes ']	0.5485743513173446	0.5397180747507622	0.5441101778505195
Sounds interesting.	[' restaurant yes ']	[' TV show yes ']	0.42637779035676826	0.42637779035676826	0.42637779035676826
